joke,semantic_word_1,semantic_word_2,semantic_word_3
"the poor wish to be rich, the rich wish to be happy, the single wish to be married, and the married wish to be dead.",,,
let us emotionally damage each other and call it love.,each other,,
"i take my wife everywhere, but she keeps finding her way back.",i,my,everywhere
do not piss me off! i am running out of places to hide the bodies.,do not,hide,
what did one autumn leaf say to another? i am falling for you.,what,another,you
get a new car for your spouse - it shall / it will be a great trade!,your,,
i use artificial sweetener at work. i add it to everything i say to my boss.,i,everything,
you have the right to remain silent. anything you say will be misquoted then used against you.,you,anything,against
"what did the light bulb say to the switch? ""you turn me on.""",what,you,me
what do you call a very small valentine? a valentiny.,what,you,small
"you can not have everything, where would you put it?",you,can not,everything
what did the blanket say to the bed? do not worry i have got you covered!,what,do not worry,
"generally, all generalisations are false.",all,,
just trying to give my kids a few childhood memories they do not have to repress...,my,do not,
true friendship comes when the silence between two people is comfortable.,between,,
if we get rid of all the margarine the world will be a butter place.,we,,
there are no winners in life ...only survivors.,no,only,
"stephen hawking says we have got about 1,000 years to find a new place to live. that is not even enough time for my girlfriend to pack.",we,is not,
"men are like bluetooth. when they are close they are connected, when they move further they start looking for new equipment.",close,further,
"i said ""no"" to drugs, but they just would not listen.",no,would not,
behind every successful man is his woman. behind the fall of a successful man is usually another woman.,every,behind,another
some mistakes are too much fun to only make once.,too much,,
"if it is not valentines day and you see a man in a flower shop, you can probably start up a conversation by asking, 'what did you do?'",not,you,what
"i have only been wrong once, and that has / that is when i thought i was wrong.",i,only,
"if a single teacher can not teach us all subjects,how is a student supposed to learn all the subjects?",can not,us,all
"kids, do not grow up... it has / it is a trap!",do not,,
"i know jiu-jitsu, sambo, judo, aikido and lots of other scary words.",i,,
what does a baby computer call its father? data.,what,,
credit cards are very dangerous. every time i try to use one somebody starts chasing me with scissors.,every,i,
"politics is the art of looking for trouble, finding it, misdiagnosing it and then misapplying the wrong remedies.",,,
democracy is three wolves and one sheep voting on what to have for supper.,what,,
the speed of light is when you take out a bottle of beer out of the fridge before the light comes on.,you,before,
did something bad happen to you or are you just naturally ugly.,you,,
"if you are not part of the solution, you are probably running for president",you,not,
where do you find a birthday present for a cat? in a cat-alogue!,where,you,
"not to brag, but my antics at work resulted in several items being added to the employee manual.",not,my,added
"the more people i meet, the more i like my dog.",i,my,
what did the paper clip say to the magnet? i find you very attractive.,what,i,you
i am pretty sure i am going to die without knowing what 95% of a scientific calculator is used for.,i,without,
"my love is like communism; everyone gets a share, and it has / it is only good in theory.",my,everyone,only
war does not determine who is right only who is left.,not,who,only
knowledge is knowing a tomato is a fruit; wisdom is not putting it in a fruit salad.,not,,
"better to remain silent and be thought a fool, than to speak and remove all doubt.",all,,
"laugh at your problems, everybody else does.",everybody,,
what is the only time a man thinks about a candlelight dinner? when the power goes off.,what,only,
what is the most important thing to learn in chemistry? never lick the spoon.,what,most,never
somebody stole my mood ring and i am not quite sure how i feel about that..,my,not,
my wife has to be the worst cook. her specialty is indigestion.,my,,
text him again. he probably just forgot that he has / he is in love with you.,you,,
i wish you were a door so i could slam you all day long.,i,you,
money is the root of all wealth.,all,,
our conscience is clear- we do not use it.,our,we,do not
a conclusion is the place where you got tired of thinking.,you,,
drink coffee! do stupid things faster with more energy!,more,,
"if you must choose between two evils, pick the one you have never tried before.",you,between,never
"always give 100% at work: 12% monday, 23% tuesday, 40% wednesday, 20% thursday, 5% friday.",always,,
